Row Type,Action,Status,Sync errors,From,To,Device segment,Engine,Account,Campaign,Ad group,Keyword,Match type,Engine status,Clicks,Impr,Cost,CTR,Avg CPC,Avg pos
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,10,87,18.41,0.1149,1.84,1.15
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,7,103,8.18,0.068,1.17,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,17,240,42.62,0.0708,2.51,1.35
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,5,71,9.75,0.0704,1.95,1.42
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,11,99,15.11,0.1111,1.37,1.1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,6,109,8.85,0.055,1.48,1.75
keyword,edit,Active,,7/21/2014,7/21/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Broad,ELIGIBLE,2,21,3.4,0.0952,1.7,1.38
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,4,5,21.01,0.8,5.25,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,1,1,3.19,1,3.19,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,2,4,7.47,0.5,3.74,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,8,10,31.04,0.8,3.88,1
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,2,4,7.44,0.5,3.72,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,2,8,8.7,0.25,4.35,1
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,2,4,7.67,0.5,3.84,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,6,6,24.73,1,4.12,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,1,4,3.67,0.25,3.67,1
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,1,2,4.13,0.5,4.13,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Exact,ELIGIBLE,2,4,9.56,0.5,4.78,1.25
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,6,2.15,0.1667,2.15,1.17
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,2,4,7.06,0.5,3.53,1.25
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,1,1.08,1,1.08,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,2,6,6.04,0.3333,3.02,1
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,1,0.38,1,0.38,1
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,3,2.44,0.3333,2.44,1.33
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,2,4.1,0.5,4.1,1
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,3,0.44,0.3333,0.44,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hiking colorado,Phrase,ELIGIBLE,1,1,2.3,1,2.3,2
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Phrase,ELIGIBLE,1,1,5.18,1,5.18,1
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado,Phrase,ELIGIBLE,1,3,5.61,0.3333,5.61,1.33
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike colorado land hikings 2014,Exact,ELIGIBLE,1,1,3.38,1,3.38,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike colorado land hikings 2014,Exact,ELIGIBLE,1,1,3.86,1,3.86,1
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike colorado land hikings 2014,Exact,ELIGIBLE,1,1,3.74,1,3.74,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado 2014,Phrase,ELIGIBLE,1,2,6,0.5,6,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado 2014,Phrase,ELIGIBLE,1,3,4.71,0.3333,4.71,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks HikingTripe,hike land hikings colorado 2014,Phrase,ELIGIBLE,1,1,5.31,1,5.31,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,2,21,4.63,0.0952,2.32,1.19
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,1,8,0.92,0.125,0.92,1
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,1,1,0.93,1,0.93,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,3,19,4.47,0.1579,1.49,1.42
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,5,9,16.01,0.5556,3.2,1.78
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,2,12,6.44,0.1667,3.22,1.42
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,1,16,2.38,0.0625,2.38,1.12
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Broad,ELIGIBLE,2,25,1.83,0.08,0.92,2
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Exact,ELIGIBLE,1,2,0.7,0.5,0.7,2.5
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,colorado + Parks Tours,hike tours colorado,Exact,ELIGIBLE,1,1,0.79,1,0.79,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,colorado-Brand|Search|USA-CAN,Budapest + Parks,hike land hikings budapest to bucharest,Broad,ELIGIBLE,1,1,2.82,1,2.82,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,1,1,1.18,1,1.18,1
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,1,2,1.43,0.5,1.43,1
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,1,5,1.68,0.2,1.68,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,2,2,2.7,1,1.35,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,2,2,2.1,1,1.05,1
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,1,2,1.18,0.5,1.18,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,1,1,1.81,1,1.81,1
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Exact,ELIGIBLE,3,3,3.44,1,1.15,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,4,27,7.75,0.1481,1.94,3.48
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,4,0.91,0.25,0.91,3.25
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,9,0.81,0.1111,0.81,2
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,3,13,6.16,0.2308,2.05,5
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,5,2.56,0.2,2.56,1
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,14,0.99,0.0714,0.99,1.86
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,10,30,25.85,0.3333,2.58,2.07
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,5,18,7.62,0.2778,1.52,1.28
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,2,43,6.12,0.0465,3.06,1.3
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,4,1.23,0.25,1.23,2.75
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,1,9,1.54,0.1111,1.54,2.78
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hiking,Broad,ELIGIBLE,2,8,5.2,0.25,2.6,1.75
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,5,36,5.45,0.1389,1.09,1.44
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,2,10,3.94,0.2,1.97,1.7
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,5,35,11.04,0.1429,2.21,1.37
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,1,4,3.22,0.25,3.22,1.25
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,2,16,5.69,0.125,2.84,1.75
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,5,24,10.68,0.2083,2.14,1.38
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,1,3,0.83,0.3333,0.83,2.67
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,18,79,39.94,0.2278,2.22,1.51
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,7,41,17.67,0.1707,2.52,1.24
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,5,65,10.42,0.0769,2.08,1.17
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,13,47,25.86,0.2766,1.99,1.74
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,5,30,10.52,0.1667,2.1,1.43
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,4,32,3.4,0.125,0.85,1.75
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,9,79,13.79,0.1139,1.53,1.75
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,2,31,3.11,0.0645,1.56,2.29
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,2,46,7.16,0.0435,3.58,2.07
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,14,94,21.35,0.1489,1.52,2
keyword,edit,Active,,7/21/2014,7/21/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,6,28,7.03,0.2143,1.17,2.18
keyword,edit,Active,,7/21/2014,7/21/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Broad,ELIGIBLE,2,23,3.48,0.087,1.74,1.43
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,12,1.05,0.0833,1.05,1.33
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,27,0.67,0.037,0.67,1.41
keyword,edit,Active,,7/16/2014,7/16/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,4,1.74,0.25,1.74,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,3,20,7.89,0.15,2.63,1.35
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,1,2.14,1,2.14,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,4,24,10.68,0.1667,2.67,1
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,8,0.85,0.125,0.85,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,2,22,2.6,0.0909,1.3,1.59
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,13,2.16,0.0769,2.16,1.31
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,37,2,0.027,2,1.89
keyword,edit,Active,,7/20/2014,7/20/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Broad,ELIGIBLE,1,4,0.75,0.25,0.75,1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings in ,Exact,ELIGIBLE,2,3,10.49,0.6667,5.24,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings in ,Exact,ELIGIBLE,6,7,32.55,0.8571,5.42,1.14
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings in ,Exact,ELIGIBLE,3,4,9.87,0.75,3.29,1
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings in ,Exact,ELIGIBLE,2,3,11.01,0.6667,5.5,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings in ,Exact,ELIGIBLE,1,5,1.76,0.2,1.76,1
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Exact,ELIGIBLE,1,1,1.08,1,1.08,1
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Exact,ELIGIBLE,1,1,0.68,1,0.68,1
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Exact,ELIGIBLE,1,3,2.73,0.3333,2.73,1
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Exact,ELIGIBLE,5,5,24.52,1,4.9,1
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking ,Exact,ELIGIBLE,2,3,11.05,0.6667,5.52,1
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings ,Broad,CRITERION_BELOW_FIRST_PAGE_BID,3,8,2.73,0.375,0.91,2.25
keyword,edit,Active,,7/18/2014,7/18/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hikings ,Broad,CRITERION_BELOW_FIRST_PAGE_BID,1,4,1.62,0.25,1.62,1.25
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,22,107,41.11,0.2056,1.87,1.25
keyword,edit,Active,,7/15/2014,7/15/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,16,2.34,0.0625,2.34,1.62
keyword,edit,Active,,7/15/2014,7/15/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,3,14,4.55,0.2143,1.52,1.07
keyword,edit,Active,,7/16/2014,7/16/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,13,88,28.92,0.1477,2.22,1.44
keyword,edit,Active,,7/16/2014,7/16/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,10,0.53,0.1,0.53,1.1
keyword,edit,Active,,7/17/2014,7/17/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,13,50,28.87,0.26,2.22,1.5
keyword,edit,Active,,7/17/2014,7/17/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,14,2.83,0.0714,2.83,1.57
keyword,edit,Active,,7/17/2014,7/17/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,16,5.04,0.0625,5.04,1.06
keyword,edit,Active,,7/18/2014,7/18/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,9,14,6.12,0.6429,0.68,1.29
keyword,edit,Active,,7/18/2014,7/18/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,7,0.86,0.1429,0.86,2.57
keyword,edit,Active,,7/19/2014,7/19/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,6,21,5.89,0.2857,0.98,1.52
keyword,edit,Active,,7/19/2014,7/19/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,2,14,3.66,0.1429,1.83,1.93
keyword,edit,Active,,7/19/2014,7/19/2014,Mobile,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,3,13,9.73,0.2308,3.24,1.15
keyword,edit,Active,,7/20/2014,7/20/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,12,28,10.12,0.4286,0.84,1.54
keyword,edit,Active,,7/20/2014,7/20/2014,Tablet,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,1,5,1.29,0.2,1.29,1.8
keyword,edit,Active,,7/21/2014,7/21/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike land hiking in ,Broad,ELIGIBLE,11,22,8.69,0.5,0.79,1.41
keyword,edit,Active,,7/15/2014,7/15/2014,Desktop,Google AdWords,Company A - Google,-Brand|Search|USA, + Parks HikingTripes,hike an land hikings,Exact,ELIGIBLE,2,7,3.6,0.2857,1.8,1
